request_length,param_count,special_char_ratio,url_depth,user_agent_length,content_length,request_time_seconds,status_code,label,attack_type
332,5,0.043171471972670225,1,107,540,0.7456264777327302,200,0,normal
274,4,0.010005387720179414,2,147,210,0.7745910077989767,200,0,normal
1477,25,0.24247757738455178,5,53,2672,1.000971737738051,400,1,sqli
455,4,0.02188951230834469,2,121,111,0.43241871708048907,200,0,normal
525,24,0.45268358785543394,5,51,3100,1.4810838525144274,400,1,xss
294,1,0.014168992112333908,3,80,891,0.8404326295454857,200,0,normal
360,3,0.035451654159169926,2,141,953,0.9396609629754046,200,0,normal
1341,8,0.2328002808470717,8,56,3592,2.438172578080014,500,1,sqli
798,26,0.444737529317932,8,22,3082,1.8594184256999924,404,1,xss
345,1,0.022448699802535742,4,149,200,0.21827114456974162,200,0,normal
347,1,0.013571580981022917,3,95,225,0.40051222437389855,200,0,normal
457,2,0.02833202566114626,2,87,862,0.5384908062297226,200,0,normal
632,23,0.38356000250063305,7,56,3331,1.2785834709930626,500,1,sqli
1497,25,0.39086512389605543,8,55,4340,3.3407791415714154,400,1,lfi
238,3,0.015898101068251357,3,128,215,0.7526000439399845,200,0,normal
397,4,0.03770129726148432,3,97,620,0.3737114645212326,200,0,normal
445,5,0.016049873149397383,1,125,734,0.8304148039163932,200,0,normal
436,3,0.029502847746935373,4,112,540,0.6255273603350218,200,0,normal
243,2,0.015854959686489964,4,104,652,0.9959267371121329,200,0,normal
728,10,0.26480709558066257,6,21,2222,4.493565831636877,500,1,rce
531,7,0.38558317914590867,8,55,3777,4.177536900371425,400,1,rce
212,1,0.01882447810844845,3,82,579,0.8121558632470152,200,0,normal
482,5,0.04178062177962995,2,131,592,0.9725418094655603,200,0,normal
241,5,0.0404115929248854,1,119,121,0.7744411150517404,200,0,normal
225,3,0.012657753774230996,3,113,745,0.29182790738254305,200,0,normal
260,4,0.020304288813348875,1,146,709,0.6288642879535978,200,0,normal
300,1,0.026565190101157085,3,94,773,0.750506140559369,200,0,normal
1094,24,0.4661664805866814,7,56,2688,4.029876202892412,400,1,brute
268,1,0.014553535739064056,4,134,986,0.2007411203213103,200,0,normal
945,8,0.3977768671350215,5,51,4758,1.5032093453842053,500,1,sqli
346,1,0.018099222406609494,2,142,141,0.308439122287509,200,0,normal
310,5,0.025783043023905855,2,94,831,0.5386656727907269,200,0,normal
373,5,0.042199559987230795,4,95,728,0.17839836051529062,200,0,normal
372,5,0.03704710248301736,4,148,579,0.9959598712142798,200,0,normal
228,3,0.02797398968158568,2,92,466,0.3295840895491415,200,0,normal
1177,27,0.2772509381291658,8,46,2832,4.892578845707634,400,1,lfi
300,5,0.038558105300263594,1,115,423,0.1578147182714133,200,0,normal
275,3,0.023893733050353708,2,82,772,0.8449076753031446,200,0,normal
390,3,0.013719625592925286,4,106,362,0.20341570902571926,200,0,normal
1622,20,0.2838531017425841,5,48,2797,4.877757502703513,500,1,lfi
227,2,0.03916693950197792,3,100,562,0.19338070918227074,200,0,normal
442,4,0.0229870370756024,3,92,499,0.13392795242336752,200,0,normal
324,5,0.017379050125345574,1,103,412,0.2972134582037208,200,0,normal
480,4,0.03245938351838095,4,140,969,0.3826394262265892,200,0,normal
412,1,0.0406425910614121,4,102,688,0.6590676899746749,200,0,normal
255,2,0.014920131804949825,2,142,590,0.8605110134401983,200,0,normal
356,1,0.026301721241297232,1,107,250,0.9195984958454996,200,0,normal
428,2,0.04005500344116183,4,138,345,0.5431260731676633,200,0,normal
329,3,0.013935825988535893,2,85,209,0.7847973799043587,200,0,normal
493,3,0.030445165569489195,4,123,331,0.7295808318539714,200,0,normal
1879,18,0.16276104965844806,8,43,4553,4.1280073023757655,404,1,xss
391,3,0.03443120284303073,1,89,213,0.5052126580053555,200,0,normal
298,5,0.04547699600837078,1,138,948,0.9726543450139041,200,0,normal
1280,16,0.1290945047108786,9,36,3164,4.191209488834431,400,1,lfi
430,3,0.04363486317703691,1,82,416,0.20969155160324526,200,0,normal
515,19,0.1157670340481452,7,23,3495,1.4875568483214359,500,1,lfi
388,4,0.025505952218225884,2,118,785,0.1224856740536645,200,0,normal
302,1,0.017843908509535718,3,143,594,0.14723353908975484,200,0,normal
1956,5,0.33699739167056203,9,59,4520,4.918937339095439,400,1,brute
568,7,0.43035529057072586,5,48,2232,4.320130734512299,404,1,rce
308,4,0.04936441276145991,2,111,521,0.28131752894817963,200,0,normal
238,2,0.03536568553182948,1,138,653,0.726215470246671,200,0,normal
451,3,0.04712334561304199,4,115,627,0.47008366049066874,200,0,normal
488,4,0.010354531404538757,4,139,475,0.7882986179125803,200,0,normal
336,4,0.015951838776204624,2,120,114,0.25842227953702046,200,0,normal
1248,28,0.1259597118153638,6,52,2439,3.591348154432906,400,1,sqli
1253,12,0.11033558888800449,5,25,3671,1.9379360271326798,400,1,lfi
1525,11,0.20946655396858307,8,22,4537,1.5214067188591671,404,1,lfi
299,1,0.03834978790971906,2,81,395,0.8229204141983256,200,0,normal
458,4,0.03546678728668829,1,107,780,0.5838261631233093,200,0,normal
207,3,0.010468264429236164,2,80,163,0.3130437752603828,200,0,normal
294,2,0.010128730544171148,3,87,542,0.3713167535129206,200,0,normal
313,3,0.043001976407202484,3,114,145,0.7222744517618368,200,0,normal
396,5,0.03676801051752314,1,135,418,0.5825398476274625,200,0,normal
217,1,0.03319935149712525,3,110,765,0.14906073469404368,200,0,normal
274,5,0.029281642324483305,1,99,687,0.39630755380725513,200,0,normal
264,5,0.01741320718114858,3,85,988,0.8160942075952978,200,0,normal
1164,23,0.3979002926519689,6,50,4431,4.3950703411252565,400,1,brute
363,1,0.0462878012282332,3,138,619,0.5007466222882341,200,0,normal
949,29,0.2815835332191439,8,39,3985,3.1368816397249892,400,1,brute
265,3,0.02503553140583077,2,128,760,0.6061864367061288,200,0,normal
1891,24,0.3276920848365792,9,38,2707,1.1971986496366798,400,1,brute
369,5,0.01096767055565421,4,148,566,0.12418088864044177,200,0,normal
352,1,0.04359209142542469,1,122,597,0.517783554056914,200,0,normal
350,2,0.02644084301062183,2,125,798,0.15151302416512846,200,0,normal
298,3,0.03461192100279208,1,119,271,0.6081758721065817,200,0,normal
253,2,0.049072013140426377,2,92,235,0.9977663180554075,200,0,normal
227,5,0.04147613545021181,1,144,809,0.34036750671069915,200,0,normal
367,5,0.04286547590841887,4,83,602,0.45468113749705286,200,0,normal
364,4,0.03848056081323123,1,132,778,0.5836064471588631,200,0,normal
1948,17,0.3985808515428456,6,53,3654,4.591183225568104,404,1,xss
314,3,0.04518327419806117,1,135,554,0.8669911520815066,200,0,normal
262,2,0.02793276221477689,4,124,194,0.21215204711049462,200,0,normal
1857,15,0.1005713372316707,7,37,2737,2.5829793193894175,404,1,brute
285,2,0.016674408067950112,1,139,208,0.26385681599366984,200,0,normal
484,2,0.04727014877731266,4,129,827,0.9422435200625405,200,0,normal
379,2,0.012883373439946935,3,82,867,0.8559979845439091,200,0,normal
885,23,0.13444644420254953,6,52,2485,3.4175228763312324,400,1,rce
1721,17,0.36766166221394037,9,51,4869,4.803765407463337,404,1,xss
227,4,0.03906683968281293,4,88,325,0.6763426719798169,200,0,normal
474,3,0.016356326706774144,2,123,658,0.7643514434831593,200,0,normal
332,3,0.04915924460699236,3,97,951,0.41300416274399854,200,0,normal
1197,18,0.11965935613807083,8,48,4212,4.684277945198326,500,1,rce
750,22,0.3776526615904948,5,35,3698,2.331800987849493,500,1,lfi
1877,7,0.25360762958598326,5,28,3329,1.4125870435134442,400,1,brute
209,1,0.03972772794926414,4,90,564,0.20641455322492647,200,0,normal
332,4,0.021739552928324864,3,113,527,0.4729675579466457,200,0,normal
323,1,0.04247079152360551,4,110,665,0.2748462139016213,200,0,normal
733,19,0.4704771945658507,6,40,2982,3.343452202111686,400,1,xss
813,23,0.19898519249325855,8,26,3816,3.3080816067622334,404,1,xss
313,5,0.028049573767239523,2,143,482,0.6611672756567389,200,0,normal
1696,11,0.13588036760593833,9,58,3694,1.0718314550006038,400,1,xss
450,2,0.02889973420026054,1,93,949,0.10858901776050399,200,0,normal
371,2,0.045464168609618674,2,90,945,0.8400053013193095,200,0,normal
439,4,0.01967575313035356,1,87,307,0.31828984892467366,200,0,normal
1373,18,0.40858933794384256,5,26,2253,2.9245027672673825,404,1,brute
295,2,0.013391680641832129,3,124,954,0.7636689498807515,200,0,normal
467,4,0.03603893868603817,1,108,138,0.33173107852935235,200,0,normal
446,1,0.01326901382987113,3,136,658,0.39554694965494486,200,0,normal
611,14,0.3033916141232105,8,40,4881,4.3330851281433915,400,1,xss
268,4,0.02761293673473396,1,97,984,0.8817013254245147,200,0,normal
335,4,0.043039128508323275,3,146,511,0.27275989509615317,200,0,normal
1977,20,0.20827344172069245,8,25,4654,4.855270644752721,400,1,brute
563,9,0.4978257026738099,9,33,2897,1.804546170361509,400,1,lfi
1711,25,0.11911254587256215,8,10,3056,4.930609645974277,500,1,rce
298,3,0.014218947998265223,4,92,811,0.8047002082124818,200,0,normal
371,4,0.04076892591352534,2,99,896,0.4960639675598486,200,0,normal
238,3,0.03616698405896298,4,101,277,0.3385731559047154,200,0,normal
812,16,0.47676223490416814,6,53,3741,3.8141133607261217,400,1,rce
1055,21,0.3326355351399022,7,27,4599,4.1331603697554655,500,1,xss
549,22,0.15399139442865684,8,13,4675,2.180435440737141,400,1,sqli
1136,29,0.21451194484477637,6,14,3544,4.5397069873798666,400,1,brute
565,23,0.409861047917207,7,22,2892,1.467216430935808,500,1,brute
353,5,0.0360889703818189,3,119,705,0.5524751724486511,200,0,normal
495,2,0.01801898062113611,2,104,722,0.2567410231558567,200,0,normal
294,2,0.014645558408021024,1,96,763,0.7400440787749896,200,0,normal
214,2,0.02723940882053185,2,93,149,0.8169803821136242,200,0,normal
261,5,0.04922957374333718,3,126,168,0.48808943637789604,200,0,normal
253,3,0.03413950666385819,2,114,751,0.2949212670645168,200,0,normal
359,2,0.02215785604962895,3,94,617,0.13365729136791757,200,0,normal
921,24,0.19574793453681855,8,19,4492,2.517845522373859,400,1,rce
400,4,0.04986787415411907,1,112,623,0.43877346626862457,200,0,normal
1175,29,0.24376953073232685,9,16,2710,4.5512705613432765,404,1,rce
1769,6,0.4230809476176228,5,44,3941,2.8074761786091114,400,1,sqli
419,3,0.022190043815445336,3,133,524,0.8654538054957374,200,0,normal
383,4,0.029505112386688438,4,148,586,0.7002418758014953,200,0,normal
1100,12,0.31103184897014013,9,38,3045,1.610632658163135,500,1,lfi
1822,22,0.19866257873791116,7,47,2165,1.6556810481877795,500,1,lfi
250,4,0.030123358031193453,1,113,993,0.5852719715622697,200,0,normal
327,2,0.012594143779318733,3,140,423,0.6210687882662239,200,0,normal
1895,6,0.13941874056517697,5,50,2259,2.3699008767452168,404,1,brute
1596,7,0.24470732476902635,5,28,4153,4.356831812157836,404,1,sqli
357,3,0.02985844609421199,3,106,316,0.4221650750794882,200,0,normal
355,3,0.02120149318201958,3,94,108,0.28313919509978125,200,0,normal
996,7,0.2837384040691291,8,35,3420,4.267511943575132,404,1,xss
903,26,0.10294313185016582,7,31,2891,4.5226023098583115,500,1,xss
345,5,0.013158766487633144,4,129,890,0.16973467641314732,200,0,normal
478,3,0.03538329670201215,3,141,328,0.46207633724413477,200,0,normal
477,4,0.03129682729100868,4,99,841,0.71234597238627,200,0,normal
253,3,0.020922832398912496,2,138,263,0.19551302694189593,200,0,normal
344,2,0.023835098429514298,2,128,189,0.7362606866440804,200,0,normal
1342,21,0.3913975735389761,5,56,4383,2.1526085431096122,400,1,sqli
320,2,0.03544384185638169,3,118,313,0.6491764080872511,200,0,normal
1224,11,0.19327502176864653,6,42,2796,3.7093673843260655,404,1,sqli
471,3,0.046723062087966026,3,119,595,0.3180314418262907,200,0,normal
349,1,0.024489417666091536,3,90,637,0.20155886846525928,200,0,normal
342,3,0.026849922131762884,2,108,447,0.5013599905828916,200,0,normal
1157,25,0.3995996069619828,8,18,2018,4.180291524724656,400,1,rce
381,4,0.04215834030210081,3,117,316,0.8425317872285201,200,0,normal
330,3,0.022125134237813145,1,137,270,0.6380559881611164,200,0,normal
419,3,0.036412108788053524,3,136,289,0.13846564545575624,200,0,normal
226,1,0.041351671379415894,1,149,534,0.42435463604870016,200,0,normal
200,1,0.029555913271698056,3,148,538,0.3440280280425293,200,0,normal
801,6,0.4754877207911452,5,43,4354,4.244650415516529,404,1,sqli
422,5,0.025579275796096815,1,116,801,0.10243733483840689,200,0,normal
485,4,0.02750412496221568,4,122,698,0.39329320835421133,200,0,normal
402,1,0.04153789373013195,4,125,448,0.20867197230701212,200,0,normal
458,1,0.045159156011290696,3,145,191,0.4992070109486525,200,0,normal
275,1,0.028507024202615742,4,84,615,0.8796095832409033,200,0,normal
481,1,0.02536826851943201,4,114,649,0.2557214827760479,200,0,normal
213,2,0.0445825443809068,3,81,696,0.29364005946165,200,0,normal
327,1,0.02018682488184205,4,104,241,0.9586380385702772,200,0,normal
990,15,0.3385574398769846,6,11,3071,1.5066234913887757,404,1,brute
1487,9,0.47336525080938197,7,47,2892,3.1743822996451683,404,1,sqli
407,4,0.03180107675587753,4,92,311,0.5052542354483732,200,0,normal
224,4,0.039945809365048,3,101,404,0.6956296557169822,200,0,normal
479,1,0.03174152869370584,3,116,454,0.265406198597111,200,0,normal
262,3,0.032874890849087464,1,99,846,0.5322648329122203,200,0,normal
487,5,0.029930227290538146,4,138,920,0.33557599012103423,200,0,normal
423,4,0.010174530786012364,2,90,637,0.645178357468841,200,0,normal
1372,6,0.13258955908517678,5,28,4686,1.418642535631585,500,1,rce
233,4,0.023808925712067684,2,80,825,0.6485553019044848,200,0,normal
1514,10,0.4480099702080663,8,27,3189,3.477780295272613,500,1,xss
496,2,0.034991354511576096,4,141,243,0.7766151286305307,200,0,normal
530,15,0.22940984549481516,8,35,2719,3.51562057969446,404,1,sqli
385,2,0.01072026222401818,3,136,938,0.315113081199349,200,0,normal
206,3,0.038409711944932465,4,139,233,0.8746010396099966,200,0,normal
1596,7,0.1210839159413756,7,32,2416,2.600621091461596,500,1,xss
271,3,0.030838319090881687,1,139,485,0.17582983967617416,200,0,normal
1357,6,0.21218202590402213,9,42,4123,1.52372500850711,500,1,brute
376,3,0.04428717027995012,1,96,858,0.6550414368820984,200,0,normal
414,2,0.014733447636935494,4,145,528,0.448719817439581,200,0,normal
220,1,0.013564977284640664,4,133,891,0.31206056607248356,200,0,normal
351,3,0.01987295476807609,1,110,694,0.2257231353426448,200,0,normal
279,2,0.04484817929052208,4,137,393,0.6711008209673722,200,0,normal
1885,26,0.4525190182456367,7,54,3137,4.4569224090462285,500,1,rce
441,3,0.016940980599460347,1,114,944,0.37381767744447625,200,0,normal
243,1,0.018505775054843847,3,115,128,0.4439196179433891,200,0,normal
368,2,0.04493291663443231,1,141,976,0.6079558423050907,200,0,normal
307,3,0.02261627582992051,2,141,495,0.5811948307679714,200,0,normal
376,2,0.011386810669059333,1,133,526,0.3307717249290476,200,0,normal
282,2,0.015622118703134432,3,86,597,0.7211108059138072,200,0,normal
234,4,0.04923949512650741,4,111,290,0.4997655531293539,200,0,normal
614,17,0.11113642050503453,5,46,3592,4.605036831186253,500,1,rce
1057,18,0.22822703440659964,6,14,3361,2.2534707778291128,404,1,brute
400,2,0.03814743909843183,2,94,100,0.6337505709706219,200,0,normal
1928,12,0.4900348678830725,7,33,2159,1.5037625641900023,404,1,lfi
351,5,0.04823675315821277,4,129,630,0.1061168937275006,200,0,normal
1152,11,0.3621743913762645,8,34,2832,3.8406930663606427,404,1,sqli
446,1,0.026443824104028263,3,117,919,0.34670832743728064,200,0,normal
372,4,0.03942652456956759,3,89,106,0.4052982685526054,200,0,normal
448,3,0.012608183650419682,2,89,189,0.40354020644880373,200,0,normal
291,2,0.03544709458832931,2,98,537,0.11802090675896887,200,0,normal
697,19,0.1451362178067538,9,39,4549,3.9774728172159626,500,1,brute
239,5,0.049360526528418575,3,149,443,0.6769223718718191,200,0,normal
680,27,0.27442819208772506,6,41,4041,2.7546867872121954,404,1,sqli
484,4,0.02836959510387832,2,113,377,0.774958313622167,200,0,normal
426,5,0.036829292476233365,4,92,221,0.5393057890903614,200,0,normal
450,2,0.04409055497564726,3,111,593,0.6194944657080551,200,0,normal
296,2,0.021784775853847728,1,106,173,0.8413717491557204,200,0,normal
1055,12,0.1658923584324247,8,16,2000,2.727220403143648,500,1,sqli
1952,13,0.37327022529592724,7,24,4116,3.282658315923156,500,1,brute
1370,16,0.3461715660131707,8,33,4216,2.892852747537595,500,1,lfi
253,3,0.011726949431880468,1,95,172,0.8433468272007264,200,0,normal
255,4,0.0449479437386538,4,140,843,0.12163711362979404,200,0,normal
332,1,0.023697919153388536,1,94,281,0.7094304700045023,200,0,normal
484,2,0.0437084760864222,3,111,254,0.7631438101763537,200,0,normal
1481,17,0.16570817978237123,8,40,2632,4.4539658018512736,404,1,brute
252,5,0.014226587370469758,4,85,300,0.15681691828716982,200,0,normal
453,1,0.02855729946753345,2,108,390,0.1834433297292429,200,0,normal
391,4,0.04491015358264512,2,88,212,0.6882280930399779,200,0,normal
262,1,0.02975256161827715,4,125,948,0.6679444539431986,200,0,normal
451,3,0.021436271569566408,1,85,951,0.7296368797211754,200,0,normal
675,11,0.49873971371257597,7,58,3882,2.792683388085274,400,1,brute
349,1,0.01640099745852776,3,114,267,0.19577058661256014,200,0,normal
200,1,0.04348164500971761,3,92,222,0.4076791919183359,200,0,normal
300,2,0.01110146879477862,4,94,233,0.3906907148591816,200,0,normal
305,4,0.042103427183192516,1,123,113,0.14235254151401702,200,0,normal
240,1,0.037686453667765275,2,85,293,0.8610881700496081,200,0,normal
1033,16,0.417653824692909,7,13,2809,2.629621086445395,500,1,rce
601,9,0.4418061743642998,5,37,4775,2.796493655721003,400,1,lfi
294,5,0.012892659010317544,2,116,898,0.2978757607320792,200,0,normal
446,1,0.023554425973550064,1,132,849,0.17129183500753375,200,0,normal
1474,16,0.2978388211055035,5,54,2960,4.747797015634782,404,1,lfi
233,3,0.030494551101831628,1,107,617,0.1559845823731219,200,0,normal
782,29,0.1773356934448209,8,40,3682,4.290591708775557,404,1,xss
1574,29,0.18711232070702744,6,31,2577,4.91402386773076,500,1,rce
896,19,0.2838459006931706,6,39,4747,2.5256352396124937,404,1,xss
419,1,0.04985337350508989,3,125,547,0.6133685422632774,200,0,normal
312,5,0.026881370405105562,3,134,442,0.8943539117655213,200,0,normal
200,1,0.019879151962879996,4,94,589,0.5475284979317903,200,0,normal
284,5,0.034076937240605266,4,137,331,0.997128262612998,200,0,normal
306,5,0.043681331775056856,2,118,810,0.5008685689952082,200,0,normal
302,3,0.04021081681987232,3,116,871,0.9492167296316594,200,0,normal
225,1,0.01354401718718469,2,137,174,0.987191424627167,200,0,normal
1254,25,0.2389153897222791,8,10,2376,4.576365477031382,404,1,sqli
492,2,0.034139723841735144,4,148,291,0.11948100521228523,200,0,normal
878,5,0.23130203571093483,6,32,2899,2.8583310577569843,404,1,xss
201,2,0.04675706134558218,3,95,211,0.553319748395415,200,0,normal
780,6,0.19912497716276276,5,40,3160,2.945566512355575,404,1,xss
389,1,0.018340420574293432,1,147,129,0.6200451743602922,200,0,normal
1332,6,0.32892607425203063,8,54,2565,3.986973231192639,404,1,lfi
1743,24,0.3894138293324355,6,23,2386,3.6151116918246253,500,1,rce
311,3,0.021569790878906182,4,103,454,0.14312248112200038,200,0,normal
458,2,0.03025064237980811,1,106,636,0.25810488996031966,200,0,normal
460,4,0.029021841499473067,4,102,963,0.3729546454640744,200,0,normal
360,5,0.01805248431289733,4,85,120,0.8844272945761659,200,0,normal
200,4,0.027735200575167512,4,131,831,0.20003579180498066,200,0,normal
259,4,0.03354926088525279,3,101,720,0.8344831176228352,200,0,normal
429,5,0.039322851841186994,3,101,539,0.16504925281585894,200,0,normal
387,5,0.04968632059293251,3,140,415,0.672442608105214,200,0,normal
252,3,0.04762716980461362,1,100,646,0.6518367199927161,200,0,normal
335,4,0.042196271073657546,3,112,114,0.464633698310566,200,0,normal
249,5,0.04691028762053578,4,135,336,0.3097655307017515,200,0,normal
482,4,0.029253766065412946,4,141,135,0.769625722312909,200,0,normal
346,3,0.02747402810460718,4,134,457,0.4002948015703234,200,0,normal
361,2,0.024701376891661256,4,134,435,0.9203632532792657,200,0,normal
372,1,0.017784953468194878,2,87,124,0.37870198336116334,200,0,normal
311,3,0.044454799854537444,3,137,107,0.20424077401311486,200,0,normal
370,1,0.03191837955894772,3,143,393,0.8335648906082261,200,0,normal
487,2,0.04387875416828242,3,127,871,0.12437302030304595,200,0,normal
412,4,0.030451018488030043,2,139,242,0.6120848748737105,200,0,normal
356,4,0.012453985084426727,4,121,887,0.5211824162302391,200,0,normal
1273,12,0.19853929889692076,8,40,4546,4.187790016062584,500,1,rce
456,5,0.015685484951738306,4,131,726,0.9602588324576473,200,0,normal
405,2,0.015300986909673938,2,139,345,0.4148164556268328,200,0,normal
970,18,0.3852057167446964,9,30,2142,2.1218528968186097,400,1,xss
366,5,0.024094997864386177,1,89,515,0.6629302543821952,200,0,normal
213,4,0.027565992665349932,4,104,624,0.5001648921225142,200,0,normal
660,27,0.44278005194775527,6,26,3301,1.1543662477525354,400,1,sqli
557,11,0.37880520557370523,6,45,2516,1.5077442306967055,404,1,lfi
317,4,0.03166819249640016,1,83,590,0.9878386614145566,200,0,normal
325,1,0.016995257487038375,1,110,906,0.8625424689664515,200,0,normal
680,22,0.3363218134071664,6,19,2689,4.354487184792227,500,1,rce
466,2,0.03331227340333959,1,128,124,0.9405801767300673,200,0,normal
386,2,0.04173045401753018,2,139,504,0.19050645887509993,200,0,normal
834,14,0.4864085836520834,9,29,2122,4.205486141854546,400,1,lfi
1853,15,0.26809984072301674,6,11,2781,1.9344361281449474,500,1,sqli
528,23,0.325265755381582,8,15,4969,4.3657590398249795,500,1,lfi
317,2,0.03748077066012971,1,95,538,0.3288332448900375,200,0,normal
451,2,0.03198118143580068,4,115,421,0.254436730358671,200,0,normal
241,2,0.042177488307180204,1,136,584,0.6655662618768907,200,0,normal
261,5,0.03495583345166554,2,89,224,0.19486475736055026,200,0,normal
337,1,0.025880601649487668,4,91,332,0.5113536933391987,200,0,normal
277,4,0.047669028464757006,2,81,543,0.4124729508059908,200,0,normal
400,5,0.03992292717718129,4,88,686,0.7308418285161993,200,0,normal
479,4,0.02650487363394495,4,97,331,0.8889524443143024,200,0,normal
204,4,0.014579505522636205,1,140,691,0.7570015489727753,200,0,normal
328,4,0.012282188846050174,4,143,419,0.37847151538339996,200,0,normal
269,5,0.02801403915621651,1,141,532,0.5286901169862139,200,0,normal
474,3,0.0486566954346563,2,110,940,0.16203509032118377,200,0,normal
310,1,0.0245837491279016,2,97,703,0.7463511528044623,200,0,normal
446,3,0.014855456726376257,3,133,706,0.8527788306870756,200,0,normal
878,24,0.49571197804255396,8,17,2381,2.850477087734918,400,1,rce
378,3,0.015484388229159964,4,126,305,0.9260567947841978,200,0,normal
291,5,0.0490244080343966,3,80,653,0.37567089719878377,200,0,normal
1930,28,0.3898231636635273,9,27,3708,1.5454844201178335,400,1,rce
238,2,0.034517583299781024,3,118,994,0.29845790842298325,200,0,normal
289,3,0.026071152026172974,3,118,501,0.7842953992637239,200,0,normal
390,5,0.0301026430585377,2,142,462,0.9798309643105388,200,0,normal
372,4,0.03612651162125132,2,96,495,0.5548287308553367,200,0,normal
856,22,0.20490972872599397,9,45,2386,1.8788910004415875,400,1,brute
600,21,0.3206751871225847,7,57,4635,1.1588448302889889,404,1,rce
1846,19,0.21473865825888,9,22,3885,2.979931178849844,500,1,xss
460,3,0.012640393765609664,2,109,305,0.2161775756282156,200,0,normal
402,3,0.03460051872155467,4,143,889,0.552219084786489,200,0,normal
243,3,0.03752538824346169,3,96,436,0.8728852868548336,200,0,normal
1284,29,0.10841476098418745,5,35,2746,3.749132017652511,400,1,sqli
280,3,0.019567204168637026,2,125,507,0.1414567573137797,200,0,normal
1125,24,0.13390646177053328,7,31,4088,4.862612699065649,500,1,rce
454,2,0.02664615992719046,4,112,553,0.1657032336096646,200,0,normal
257,4,0.022212427067869252,4,133,447,0.10789949075313653,200,0,normal
1041,18,0.14669916110751824,5,40,3206,2.4527564948649,500,1,brute
252,5,0.04529665473629355,1,94,358,0.3561403440742129,200,0,normal
312,1,0.023988129189833982,3,130,386,0.924226825015605,200,0,normal
394,5,0.019867154580864924,3,140,957,0.2738440075675895,200,0,normal
375,2,0.02760795991821962,4,103,665,0.38097269540774914,200,0,normal
376,5,0.02991250032137161,1,115,143,0.5278472698199341,200,0,normal
318,4,0.03328794986376456,3,94,439,0.734941022205805,200,0,normal
300,1,0.030723150649552618,3,84,881,0.5782211485774257,200,0,normal
413,5,0.0279913859528529,3,118,968,0.7775637902939857,200,0,normal
224,1,0.03583289545145937,4,105,912,0.31973280445621655,200,0,normal
202,1,0.022252539951128508,4,96,187,0.11229551692354849,200,0,normal
300,2,0.0447987663859074,3,142,641,0.11133676114460828,200,0,normal
486,3,0.04554636321061595,1,98,566,0.5628043101393798,200,0,normal
456,1,0.03934457522245608,1,103,413,0.735006440484722,200,0,normal
289,2,0.045113203126081636,3,119,354,0.38439742701270463,200,0,normal
264,4,0.028392016950772807,3,109,159,0.8358610404740375,200,0,normal
1027,12,0.36630609610614695,5,14,4847,2.340034279830783,500,1,brute
938,18,0.25422100059666775,5,46,2442,4.686906677806645,400,1,lfi
1050,26,0.4459979904831105,5,58,4221,4.0430372335478,400,1,brute
354,2,0.023369532747842432,4,109,988,0.2713032775855428,200,0,normal
810,22,0.4044023931798222,5,25,4339,2.632950077385195,500,1,xss
1484,26,0.19316073545979268,5,36,2265,1.9998359249579822,404,1,lfi
353,2,0.03769971306676901,3,87,714,0.7012029256687127,200,0,normal
403,4,0.04925188361988987,1,119,170,0.7648691586543372,200,0,normal
426,1,0.03931206179065003,1,123,752,0.8423262531818476,200,0,normal
613,24,0.45530887860460245,9,26,3038,1.7642074748347314,400,1,sqli
203,3,0.04832293920477521,2,101,510,0.8640314825284655,200,0,normal
498,1,0.04154459858689626,2,117,480,0.36930880387095455,200,0,normal
430,5,0.048383065772841335,3,127,263,0.5069822311931849,200,0,normal
1793,29,0.10398769389380741,8,18,3148,1.6790339928285434,500,1,lfi
404,5,0.029741863213604745,3,82,601,0.9880188504553217,200,0,normal
327,2,0.0390584686045202,4,80,851,0.5241774471167091,200,0,normal
893,8,0.35140156003342715,6,36,4389,1.5634744158034453,500,1,lfi
1035,29,0.23534714637008636,6,34,2003,4.077002236966347,500,1,rce
240,3,0.016080994125145923,1,84,787,0.5770562095465592,200,0,normal
492,5,0.02704333535561486,4,113,379,0.5616814148388167,200,0,normal
200,3,0.029336297438925865,3,149,267,0.2233475225453399,200,0,normal
334,3,0.04472226760429802,1,117,480,0.940479348561624,200,0,normal
1738,28,0.4000643331818404,5,10,4627,3.4120554534583527,500,1,xss
235,1,0.03627120418897176,1,115,763,0.7751379064883612,200,0,normal
426,4,0.03154807191810857,1,128,681,0.5118177990253886,200,0,normal
435,1,0.03753096943120948,2,92,157,0.5625599020216372,200,0,normal
247,5,0.01482233665614761,4,137,588,0.7195045703919083,200,0,normal
214,3,0.02115039489658212,3,126,608,0.4947841165923861,200,0,normal
1041,6,0.3677261665454007,5,45,4210,1.3321550312407457,500,1,sqli
322,3,0.04075691128430564,1,92,923,0.9991445482932805,200,0,normal
1333,13,0.2634798249083736,6,33,2917,2.5763345940401274,404,1,brute
335,3,0.012311222439854667,1,116,534,0.7061919203182517,200,0,normal
430,5,0.014041832440425868,1,145,177,0.3804145656240061,200,0,normal
329,4,0.03888572941823624,3,119,386,0.18233876654871284,200,0,normal
488,1,0.014855397576897156,4,124,770,0.6947186767218193,200,0,normal
212,1,0.0331037346352463,3,125,132,0.8127420606673876,200,0,normal
